timestamp,last_close,close,return_percentage,return^2,return^4,day
1676012400,21860.8,21885.4,0.11253019102686324,0.01266304389254233,0.00016035268062445363,2023-02-10
1676016000,21885.4,21886.8,0.006396958703064115,4.092108064870773e-05,1.6745348414580418e-09,2023-02-10
1676019600,21886.8,21810.5,-0.3486119487544954,0.12153029081440694,0.014769611585434323,2023-02-10
1676023200,21810.5,21848.3,0.17331101992159859,0.030036709626264743,0.000902203925172545,2023-02-10
1676026800,21848.3,21722.3,-0.5767039083132346,0.3325873978637597,0.11061437721778679,2023-02-10
1676030400,21722.3,21707.0,-0.0704345304134506,0.0049610230745632975,2.4611749946349476e-05,2023-02-10
1676034000,21707.0,21757.1,0.2308011240613581,0.053269158867986416,0.002837603286502776,2023-02-10
1676037600,21757.1,21823.9,0.3070262121330529,0.09426509493677042,0.008885908123438339,2023-02-10
1676041200,21823.9,21643.6,-0.8261584776323332,0.6825378301637743,0.46585788960467334,2023-02-10
1676044800,21643.6,21591.5,-0.2407178103457852,0.057945064217669415,0.0033576304671898327,2023-02-10
1676048400,21591.5,21671.1,0.3686635944700356,0.13591284588756686,0.018472301677257504,2023-02-10
1676052000,21671.1,21684.0,0.059526281545487336,0.0035433781946326262,1.255552903019797e-05,2023-02-10
1676055600,21684.0,21753.4,0.320051650986926,0.10243305929945709,0.010492531637446094,2023-02-10
1676059200,21753.4,21705.0,-0.22249395496795898,0.04950355999728416,0.0024506024524047127,2023-02-10
1676062800,21705.0,21511.9,-0.8896567611149493,0.7914891525975419,0.6264550786795751,2023-02-10
1676066400,21511.9,21550.3,0.17850585025031762,0.03186433857358882,0.0010153360727323004,2023-02-10
1676070000,21550.3,21611.3,0.2830587045191919,0.0801222302040832,0.006419571772876101,2023-02-10
1676073600,21611.3,21652.3,0.18971556546807733,0.03599199578087234,0.001295423760290332,2023-02-11
1676077200,21652.3,21629.3,-0.10622428102325898,0.011283597878908298,0.00012731958109290384,2023-02-11
1676080800,21629.3,21642.6,0.0614906631282679,0.003781101651954125,1.4296729702410214e-05,2023-02-11
1676084400,21642.6,21667.3,0.11412676850287085,0.013024919288907873,0.00016964852248256437,2023-02-11
1676088000,21667.3,21684.7,0.08030534492068853,0.006448948422830754,4.158893576033128e-05,2023-02-11
1676091600,21684.7,21666.7,-0.08300783501731246,0.006890300674261365,4.7476243381726615e-05,2023-02-11
1676095200,21666.7,21658.2,-0.03923070887583435,0.0015390485189004683,2.368670343529725e-06,2023-02-11
1676098800,21658.2,21683.7,0.117738316203571,0.01386231110245207,0.00019216366910116594,2023-02-11
1676102400,21683.7,21673.1,-0.048884646070561644,0.002389708621444078,5.710707295404155e-06,2023-02-11
1676106000,21673.1,21680.5,0.034143708098980596,0.001165792802748393,1.359072858939954e-06,2023-02-11
1676109600,21680.5,21652.1,-0.13099328890017148,0.01715924173688379,0.00029443957698481455,2023-02-11
1676113200,21652.1,21681.4,0.13532174708228695,0.018311975233402437,0.0003353284369487442,2023-02-11
1676116800,21681.4,21696.0,0.0673388249836222,0.004534517350174902,2.0561847599037213e-05,2023-02-11
1676120400,21696.0,21733.5,0.17284292035397186,0.02987467511648946,0.0008924962133157946,2023-02-11
1676124000,21733.5,21736.6,0.014263694296829499,0.00020345297499340637,4.139311303366764e-08,2023-02-11
